id,yield_class,age,average_height,dbh,taper,trees_per_ha
87,5.0,100,17.6,23.7,0.502,853.0
20,4.0,190,18.0,43.6,0.4946879150066401,336.0
2,15.0,50,21.5,20.7,0.477,1297.0
5,10.0,90,26.4,32.9,0.498,525.0
21,2.0,120,15.0,22.0,0.44,598.0
75,15.0,60,31.2,42.3,0.4662,320.0
91,4.0,110,17.22694491361825,25.723188851524235,0.4394106550236125,955.0
1,9.0,80,23.0,27.8,0.455,863.0
87,5.0,90,16.0,21.6,0.507,1008.0
20,4.0,150,15.2,36.2,0.4993827853215127,454.0
1,5.0,130,22.0,30.4,0.446,668.0
20,7.0,130,20.4,50.3,0.4892711801701813,266.0
5,15.0,60,25.5,28.3,0.506,725.0
93,4.0,130,16.0,24.0,0.449,1068.0
92,7.0,40,12.0,14.7,0.481,1726.0
8,6.0,110,25.4,34.9,0.429,356.0
5,16.0,80,30.9,38.5,0.493,447.0
2,14.0,40,16.3,16.0,0.49,1809.0
17,8.0,90,27.7,39.8,0.477,315.0
18,5.0,50,14.1,16.0,0.452,1421.0
3,11.0,90,30.0,33.9,0.45,598.0
5,6.0,80,20.2,23.0,0.5125,866.0
10,5.0,120,24.6,31.3,0.493,449.0
7,18.0,80,40.2,51.5,0.4,218.0
5,6.0,60,15.9,17.2,0.523,1360.0
87,19.0,20,8.6,8.5,0.529,6188.0
16,8.0,70,20.1,29.0,0.486,365.0
5,7.0,40,10.5,11.3,0.51,2713.0
5,7.0,150,26.9,37.8,0.49,373.0
90,4.0,220,32.76805479723018,42.50426512425839,0.4367877948263304,366.0
75,12.0,30,16.9,26.5,0.4622,631.0
7,16.0,40,25.5,26.1,0.44,784.0
88,8.0,160,33.65122004787558,41.89676259583155,0.4397444228918002,398.0
6,14.0,30,8.0,8.4,0.392,5864.0
88,11.0,90,27.210565187573025,30.5919989989629,0.4545818426117409,709.0
92,2.0,90,9.4,16.0,0.467,1218.0
89,6.0,30,5.0535847236579965,10.308046716827048,0.5029154426351783,2764.0
88,6.0,200,33.5568497772833,44.06211564908277,0.4348797862002224,351.0
93,6.0,70,15.7,19.5,0.454,1536.0
75,10.0,70,27.5,38.8,0.4647,356.0
93,10.0,180,40.6,50.5,0.398,295.0
18,8.0,80,24.1,36.0,0.432,307.0
88,7.0,160,31.60529423131289,40.14504361644371,0.4398346206805263,422.0
87,19.0,30,14.8,13.2,0.51,3089.0
18,5.0,80,18.1,25.1,0.451,532.0
12,11.0,110,36.9,60.0,0.493,131.0
91,17.0,80,27.709564353051658,33.51792614999679,0.4478192698723396,735.0
92,10.0,70,29.0,32.3,0.429,580.0
90,4.0,110,17.04645294078594,25.915391686012477,0.4377411753420057,872.0
12,9.0,30,20.7,18.8,0.454,741.0
76,11.0,60,21.5,22.2,0.5047,1162.0
12,6.0,120,27.4,47.4,0.461,176.0
9,3.0,80,16.5,17.92,0.422,1056.0
93,10.0,160,39.5,48.2,0.399,326.0
76,1.0,80,6.4,9.7,0.5623,3052.0
4,8.0,130,28.2,36.8,0.442,501.0
93,9.0,140,35.2,43.6,0.404,366.0
88,2.0,220,24.43293308444392,35.91358792180054,0.4326988909920157,439.0
14,14.0,30,21.5,42.8,0.41,233.0
89,4.0,230,29.877117459557816,43.99674263045137,0.4274118176239016,354.0
90,6.0,50,7.745031548013067,15.435121625052062,0.4516375882907599,1935.0
90,11.0,40,9.042096629700035,13.646296786713588,0.488247638044463,2951.0
75,3.0,30,10.2,18.6,0.4576,986.0
12,2.0,110,14.8,31.1,0.44,269.0
91,6.0,230,38.34013103816559,49.31380214620199,0.432094634262085,339.0
12,10.0,20,17.7,14.0,0.451,1166.0
4,15.0,20,7.5,11.2,0.448,2910.0
91,2.0,140,16.405092271950842,25.756100270276537,0.4352565103500692,873.0
16,20.0,40,28.1,36.0,0.469,340.0
11,8.0,70,25.2,29.0,0.504,441.0
90,10.0,40,8.318473982246024,13.634531942208886,0.4843529223918952,2859.0
15,8.0,90,26.4,32.6,0.548,352.0
92,12.0,90,37.8,43.0,0.41,402.0
6,10.0,60,14.6,14.6,0.519,2323.0
92,10.0,100,35.1,42.5,0.41,367.0
19,7.0,20,14.2,14.6,0.432,1156.0
91,2.0,200,23.6588704157187,33.788990473755,0.4362398716687789,601.0
19,2.0,70,14.4,19.9,0.459,557.0
3,12.0,80,29.7,32.7,0.452,644.0
1,14.0,140,39.3,48.2,0.437,419.0
14,12.0,20,15.6,26.1,0.417,407.0
9,8.0,140,32.0,39.68,0.406,404.0
1,11.0,20,4.6,7.6,0.269,4585.0
5,11.0,130,31.1,45.0,0.485,311.0
87,9.0,130,27.7,35.4,0.471,475.0
92,7.0,200,37.8,58.9,0.385,160.0
76,1.0,100,7.6,10.8,0.5409,2736.0
88,6.0,90,19.03562275582163,25.72568491209658,0.4469528563514816,851.0
5,9.0,120,28.2,38.5,0.49,392.0
7,11.0,75,30.7,41.0,0.41,316.0
75,9.0,140,32.1,45.3,0.4624,236.0
76,2.0,60,7.3,10.5,0.5456,2814.0
90,6.0,140,26.142570014164843,34.416956091095955,0.4416107680063509,559.0
76,8.0,80,22.0,22.5,0.5049,1138.0
7,10.0,55,24.8,30.4,0.42,541.0
17,7.0,50,21.6,27.2,0.493,600.0
21,2.0,60,13.2,18.3,0.439,795.0
87,12.0,100,28.8,34.0,0.468,561.0
4,8.0,40,13.7,14.8,0.485,1819.0
19,10.0,110,32.7,47.6,0.411,250.0
3,13.0,130,36.6,44.5,0.439,410.0
17,6.0,130,24.0,33.8,0.485,402.0
91,7.0,30,4.449990856929963,9.00062411845949,0.4933367854119034,3439.0
93,4.0,150,17.3,26.3,0.443,883.0
89,9.0,150,32.13000794865721,44.116077564213874,0.4320182504473908,382.0
4,13.0,30,12.2,15.0,0.477,1971.0
12,2.0,90,13.8,25.3,0.446,382.0
17,8.0,160,29.0,42.2,0.473,286.0
88,2.0,150,18.189950443691902,27.79804232283595,0.4354074933757541,647.0
91,2.0,180,21.346714512648028,31.09434832678845,0.4366039370505496,686.0
93,10.0,50,20.4,18.5,0.44,1789.0
12,9.0,40,23.9,24.3,0.456,509.0
88,3.0,230,28.40107290616567,40.16865614418571,0.432741322169239,380.0
17,3.0,120,14.4,19.9,0.519,754.0
91,3.0,190,26.1795764302285,36.39161550435239,0.4364683998422255,543.0
89,8.0,120,26.01519957002204,36.36901674145248,0.4360798536260207,530.0
90,10.0,150,37.05106561305581,45.493936821088425,0.4377564725538186,337.0
90,6.0,110,20.58744505247666,28.512613475289683,0.4424569241199689,781.0
75,14.0,150,40.6,55.8,0.4613,155.0
87,17.0,50,22.8,21.7,0.486,1357.0
21,4.0,110,22.4,33.2,0.409,338.0
75,4.0,30,10.9,19.5,0.4575,930.0
5,15.0,40,18.4,18.2,0.526,1477.0
7,14.0,35,20.5,20.4,0.45,1183.0
87,9.0,30,6.8,9.1,0.535,4526.0
88,3.0,110,16.283304186385795,24.682608912302303,0.4394971470203906,805.0
93,5.0,70,12.7,17.2,0.47,1950.0
12,7.0,90,27.8,41.5,0.462,218.0
21,4.0,90,21.8,32.0,0.412,363.0
89,3.0,80,11.195750512554614,20.462285560784395,0.4319078765640719,1033.0
10,4.0,110,21.3,26.3,0.489,608.0
3,4.0,130,20.4,28.8,0.447,614.0
75,11.0,30,16.1,25.6,0.4616,657.0
75,15.0,90,37.5,49.4,0.4655,236.0
91,5.0,40,5.635655479963289,11.238293959961194,0.4991821833264126,1914.0
20,2.0,180,11.9,27.6,0.49782946353897,704.0
16,11.0,70,23.6,34.3,0.479,296.0
16,5.0,30,12.4,14.3,0.511,908.0
3,4.0,70,14.3,17.9,0.472,1318.0
10,10.0,60,24.8,22.8,0.486,852.0
75,7.0,50,19.3,29.7,0.4617,530.0
5,17.0,70,29.9,35.4,0.497,521.0
1,11.0,150,36.7,44.1,0.44,443.0
1,11.0,120,33.6,40.4,0.442,507.0
12,6.0,50,20.4,23.4,0.453,499.0
8,12.0,40,24.8,26.0,0.442,614.0
13,15.0,60,30.6,46.4,0.431,225.0
87,13.0,110,32.0,38.6,0.458,444.0
3,7.0,120,26.7,33.0,0.448,555.0
1,15.0,50,20.5,26.1,0.456,1003.0
15,6.0,40,19.0,18.8,0.458,777.0
1,7.0,100,22.8,29.2,0.451,757.0
93,9.0,100,30.3,34.5,0.414,584.0
1,5.0,140,23.0,31.6,0.445,628.0
89,7.0,50,10.266669037147237,17.00883350166309,0.4552815684358025,1740.0
91,4.0,210,31.684973252029188,42.79464518980086,0.4340199218191498,414.0
87,13.0,20,5.5,7.0,0.539,7411.0
87,3.0,90,12.5,18.2,0.517,1146.0
87,9.0,70,18.1,21.6,0.5,1185.0
89,2.0,150,17.72729491176986,29.685128350231736,0.4259731443678805,604.0
92,9.0,30,12.1,13.8,0.486,2002.0
14,20.0,50,30.7,67.9,0.422,133.0
7,15.0,45,27.2,29.2,0.43,630.0
92,10.0,120,37.7,47.4,0.402,302.0
5,16.0,60,26.4,29.4,0.505,692.0
75,9.0,150,32.4,46.0,0.4618,223.0
1,10.0,20,4.3,6.7,0.153,5288.0
6,10.0,110,26.7,33.5,0.508,520.0
87,9.0,110,25.4,31.6,0.478,598.0
9,8.0,30,11.8,11.97,0.366,2363.0
88,4.0,50,8.375593948198372,14.502083498779626,0.4717285180955544,1497.0
4,8.0,140,28.5,37.9,0.441,480.0
11,5.0,70,17.6,22.0,0.464,679.0
16,20.0,50,29.0,39.5,0.477,293.0
14,20.0,30,26.1,51.0,0.411,186.0
14,27.0,40,33.7,71.0,0.427,125.0
90,15.0,110,37.27741959713557,43.13614613391005,0.4429679849786763,398.0
3,9.0,140,31.3,38.9,0.442,457.0
5,13.0,110,31.8,44.2,0.487,337.0
89,7.0,170,30.812608521404776,43.53901042930789,0.4305332574620266,380.0
21,1.0,40,6.9,6.9,0.337,4084.0
3,4.0,80,15.9,20.1,0.466,1098.0
75,15.0,80,35.9,47.5,0.4659,258.0
87,18.0,30,13.8,12.8,0.513,3214.0
91,16.0,100,33.183957587151745,41.06028356208214,0.4407523810619341,500.0
15,2.0,30,9.2,6.8,0.366,3115.0
9,3.0,50,12.2,12.53,0.376,1709.0
87,16.0,110,37.5,46.5,0.441,313.0
4,13.0,40,17.3,19.7,0.472,1365.0
2,9.0,80,23.2,25.1,0.464,934.0
4,4.0,60,14.9,15.7,0.485,1437.0
90,4.0,180,27.814396870154845,37.017740802235664,0.4390488680248005,476.0
8,9.0,120,34.6,46.2,0.416,234.0
76,6.0,170,29.9,27.7,0.5029,856.0
75,13.0,90,34.8,46.8,0.4651,257.0
92,2.0,210,20.6,37.6,0.414,232.0
20,3.0,120,10.7,24.4,0.4870016929106469,859.0
7,14.0,70,33.9,43.1,0.4,294.0
89,11.0,140,34.28969557701319,45.85248753060197,0.4324302518621106,366.0
21,2.0,50,12.3,16.6,0.434,913.0
87,13.0,60,21.0,22.4,0.491,1224.0
1,15.0,110,36.9,45.2,0.438,471.0
21,3.0,80,18.2,26.0,0.429,489.0
16,11.0,80,23.8,35.6,0.481,277.0
87,5.0,60,10.4,14.4,0.524,1925.0
17,8.0,80,27.1,37.9,0.479,343.0
87,2.0,170,23.7,37.2,0.483,229.0
2,4.0,60,11.1,10.1,0.489,2994.0
5,13.0,140,33.7,51.3,0.481,258.0
88,5.0,110,20.609517595899497,28.237699342478056,0.4434878036319526,718.0
91,2.0,150,17.67192563949655,27.071523014817373,0.4358970528797737,827.0
75,10.0,50,22.7,33.4,0.4637,453.0
20,7.0,210,25.4,64.4,0.4812652728753733,178.0
91,8.0,70,14.620187590067282,21.857740869479237,0.4453271417122133,1304.0
19,5.0,20,11.2,11.5,0.357,1517.0
16,20.0,60,29.5,42.0,0.483,263.0
88,7.0,50,11.511294321746329,17.37869188739264,0.4595551852271652,1480.0
87,3.0,180,24.5,37.1,0.481,281.0
75,10.0,120,33.0,45.7,0.4636,246.0
93,9.0,250,40.0,53.5,0.397,231.0
9,8.0,90,27.6,33.19,0.417,526.0
87,18.0,20,8.0,8.3,0.531,6380.0
4,10.0,50,19.0,20.6,0.472,1216.0
89,2.0,180,20.632721103020064,33.38531639429844,0.4265555383983612,514.0
90,5.0,40,5.111165883393311,12.475929170834464,0.4545894444468304,2185.0
90,3.0,240,31.44148412131485,41.37028826203092,0.4367171067429435,381.0
21,2.0,90,14.6,21.0,0.441,643.0
91,15.0,120,37.44369583013055,46.114824466141,0.4370920726789363,406.0
14,20.0,60,31.3,70.2,0.423,128.0
91,9.0,120,28.024855175341912,37.08687308885592,0.439381684648274,560.0
89,6.0,180,29.89157182445492,42.88444304031411,0.4299472970038065,384.0
88,5.0,160,27.254563676132623,36.40709524964559,0.4392232284290606,477.0
7,16.0,60,33.9,40.3,0.41,341.0
91,4.0,220,32.827666559474274,44.11226560609644,0.4333991033692672,394.0
2,11.0,80,26.0,27.8,0.46,821.0
92,7.0,120,30.3,42.1,0.409,315.0
91,10.0,50,11.203487965717326,17.97866614501199,0.4524601025599906,1717.0
18,13.0,60,27.1,34.4,0.469,453.0
90,4.0,130,20.40968469119589,29.279679020568828,0.4391629721817704,718.0
5,14.0,90,30.6,39.4,0.492,417.0
4,10.0,70,24.7,27.4,0.459,812.0
92,3.0,120,16.9,27.3,0.436,541.0
92,3.0,60,8.0,12.8,0.482,1778.0
93,10.0,110,34.5,38.7,0.407,506.0
12,4.0,20,8.2,7.7,0.417,2149.0
3,11.0,80,28.4,31.2,0.454,678.0
91,16.0,30,7.7210654402358045,12.678411179091956,0.4961537810373219,3228.0
90,8.0,100,22.254217513008197,29.07949031664567,0.4461517268830211,785.0
91,10.0,80,19.76713063853913,26.41966093884172,0.4470029077605524,1037.0
93,11.0,230,44.6,54.6,0.394,280.0
5,12.0,130,32.2,47.2,0.484,294.0
3,13.0,50,22.8,23.6,0.468,1060.0
10,4.0,60,13.5,13.2,0.457,1922.0
5,6.0,30,4.9,6.5,0.172,6332.0
5,10.0,140,30.4,44.3,0.485,310.0
5,9.0,100,26.5,33.9,0.496,491.0
89,6.0,210,32.64795232301849,46.62428084395109,0.4277011029015059,331.0
92,2.0,80,8.2,14.1,0.474,1466.0
19,10.0,120,32.9,49.7,0.406,232.0
89,8.0,160,31.5645497576814,43.96062830075597,0.4312012374317846,379.0
12,3.0,120,19.0,36.5,0.444,232.0
76,5.0,170,26.6,25.6,0.5036,956.0
88,10.0,110,29.803980069962147,34.62673090089575,0.4494489965650622,570.0
12,8.0,60,26.3,32.2,0.458,326.0
1,14.0,110,36.1,43.6,0.44,487.0
3,14.0,150,38.9,47.7,0.437,379.0
87,8.0,70,16.7,20.5,0.504,1253.0
91,8.0,170,35.22678947484519,46.046374510619344,0.4336704857869154,378.0
4,6.0,60,17.7,18.8,0.477,1223.0
91,16.0,90,30.070967817978588,37.10616462811406,0.4438892148362788,602.0
1,11.0,140,35.8,43.2,0.44,457.0
75,16.0,30,19.8,29.7,0.4641,543.0
10,10.0,130,37.0,45.6,0.504,234.0
16,13.0,50,24.6,33.1,0.473,332.0
6,16.0,30,9.5,10.3,0.426,4272.0
88,4.0,220,30.40811822118255,41.82957555008336,0.4334996978945389,366.0
1,8.0,150,31.1,38.6,0.443,500.0
91,15.0,90,28.959630159634013,36.062016251640415,0.4440873303339547,629.0
76,9.0,90,26.1,25.3,0.5037,973.0
18,10.0,50,21.7,25.4,0.46,753.0
89,6.0,50,9.342414359089766,16.415959087637738,0.4546822149177192,1713.0
92,4.0,130,22.0,34.7,0.421,371.0
13,8.0,30,17.5,21.6,0.487,642.0
4,9.0,90,26.9,31.3,0.452,652.0
17,6.0,110,23.7,33.7,0.486,402.0
4,9.0,40,14.4,15.8,0.483,1712.0
89,14.0,100,31.895510603031894,39.93975690579947,0.4408707287216472,491.0
90,3.0,110,14.634388082969302,24.14843803248897,0.4330986804681576,926.0
12,2.0,80,13.1,22.4,0.448,464.0
21,3.0,100,18.9,27.5,0.425,445.0
5,11.0,140,31.6,46.9,0.483,288.0
19,2.0,20,6.2,7.9,0.066,1840.0
8,4.0,130,22.3,31.7,0.433,388.0
92,11.0,60,28.7,30.3,0.434,673.0
4,14.0,120,37.3,45.5,0.438,405.0
18,11.0,40,19.4,20.8,0.468,1095.0
75,8.0,100,28.2,39.9,0.464,320.0
5,11.0,40,14.7,15.0,0.527,1884.0
20,2.0,100,7.1,15.8,0.4528646807096265,1731.0
9,2.0,70,13.7,14.32,0.399,1362.0
11,5.0,60,15.6,18.1,0.477,914.0
75,11.0,110,33.9,46.5,0.4639,246.0
93,4.0,240,20.8,32.8,0.43,535.0
12,2.0,60,11.3,16.8,0.45,721.0
19,9.0,40,23.9,26.4,0.452,575.0
8,11.0,30,17.8,18.7,0.448,1029.0
17,6.0,50,19.5,24.8,0.499,672.0
75,9.0,80,27.7,39.1,0.4645,344.0
4,10.0,120,31.2,38.9,0.442,484.0
92,9.0,80,28.8,33.9,0.426,512.0
6,12.0,40,10.2,10.2,0.444,4271.0
2,9.0,40,11.7,12.3,0.487,2379.0
88,2.0,240,25.892850117377005,37.915853900202045,0.4317145414271453,401.0
88,5.0,230,33.673971872639385,45.41953486720126,0.4322123312751886,325.0
2,15.0,60,25.2,24.7,0.468,1021.0
4,7.0,100,24.7,30.2,0.451,648.0
14,28.0,50,36.1,78.8,0.436,110.0
21,5.0,40,18.8,25.8,0.428,526.0
9,8.0,40,15.6,16.77,0.417,1438.0
4,11.0,50,19.9,21.7,0.47,1153.0
92,8.0,80,26.1,31.6,0.43,551.0
1,10.0,60,19.2,23.1,0.463,1163.0
3,4.0,140,20.8,30.0,0.445,573.0
90,10.0,90,23.19282527775128,28.816240619392836,0.4497896435020679,825.0
91,5.0,80,13.0202414255706,21.30057693555984,0.4394076296960054,1183.0
20,1.0,220,9.0,20.3,0.477037037037037,1154.0
89,8.0,190,34.81222579484522,48.51989990965283,0.4279048939198691,317.0
91,10.0,150,35.90035519796009,46.26677205991293,0.4343475117887542,382.0
16,17.0,20,21.4,23.1,0.466,626.0
14,20.0,20,20.8,34.2,0.411,299.0
3,5.0,140,23.4,32.1,0.445,538.0
7,15.0,30,18.1,17.1,0.45,1595.0
13,10.0,60,23.6,33.2,0.456,374.0
10,7.0,120,29.6,36.3,0.498,351.0
4,6.0,40,12.2,12.7,0.488,2585.0
75,3.0,60,15.4,24.9,0.4605,661.0
5,16.0,40,19.3,19.0,0.525,1401.0
8,11.0,130,41.0,55.8,0.407,169.0
2,16.0,100,35.7,41.0,0.442,479.0
76,5.0,190,28.1,26.5,0.5036,909.0
89,12.0,100,28.800226126146768,37.15926725018143,0.4410053696520534,545.0
9,9.0,40,17.0,18.59,0.424,1289.0
1,9.0,110,28.6,35.0,0.446,603.0
90,2.0,140,15.990890895078245,26.104918169895782,0.431492457101865,792.0
76,11.0,30,11.2,14.2,0.5145,2038.0
20,8.0,200,26.8,68.6,0.483249855276736,161.0
75,8.0,120,29.4,41.7,0.4632,286.0
76,5.0,50,10.8,13.8,0.5163,2102.0
89,2.0,110,13.254623507431806,23.827313619824995,0.4256847878619002,794.0
9,5.0,50,14.7,15.63,0.41,1392.0
1,12.0,30,9.5,13.4,0.467,2398.0
20,4.0,70,6.7,14.7,0.4400489951458513,1952.0
88,7.0,40,8.940573429438958,14.576305372921537,0.4747861590222424,1769.0
14,18.0,50,29.1,64.8,0.418,142.0
20,1.0,120,6.2,13.4,0.4311219314262527,2241.0
76,3.0,170,19.3,20.6,0.5056,1279.0
19,3.0,90,18.8,25.6,0.456,441.0
92,7.0,110,28.8,39.1,0.415,361.0
21,4.0,80,21.3,31.0,0.414,384.0
9,4.0,120,21.0,23.92,0.429,740.0
16,19.0,70,29.2,43.3,0.488,245.0
87,5.0,190,26.5,38.0,0.475,329.0
91,13.0,130,36.96689924789038,46.40409906256407,0.4357755040438343,392.0
1,11.0,50,17.1,20.8,0.467,1367.0
93,10.0,100,33.0,36.0,0.41,580.0
88,12.0,70,23.40517834931736,25.703377525545896,0.4602952563972485,951.0
1,13.0,80,29.0,34.2,0.448,685.0
17,7.0,140,26.7,38.2,0.479,335.0
89,3.0,60,8.180616817975396,16.09704119458983,0.4473907238074269,1310.0
3,12.0,20,8.6,9.1,0.45,3665.0
87,15.0,130,38.0,49.2,0.439,266.0
3,13.0,70,28.8,31.0,0.455,710.0
76,5.0,70,14.5,16.9,0.5089,1648.0
2,8.0,50,14.1,14.4,0.487,1959.0
3,8.0,130,29.1,36.2,0.445,497.0
10,10.0,80,30.9,31.2,0.492,483.0
1,8.0,80,21.1,26.2,0.456,924.0
17,6.0,30,14.3,17.0,0.518,1210.0
1,14.0,130,38.5,47.0,0.438,434.0
75,16.0,150,43.3,59.0,0.461,139.0
87,11.0,150,32.6,42.2,0.456,346.0
18,8.0,40,16.1,17.7,0.445,1325.0
76,8.0,130,31.1,28.4,0.5028,826.0
89,15.0,120,37.67292444567454,47.87082487279808,0.4339230145536665,355.0
8,4.0,30,5.3,7.6,0.265,3319.0
91,10.0,160,37.680529137018,47.99594821405793,0.4336867275284846,362.0
11,6.0,50,15.7,16.1,0.467,1100.0
2,11.0,40,13.7,13.9,0.487,2095.0
90,8.0,30,4.5746744967042,10.611076269672491,0.472804976518133,3541.0
8,11.0,20,11.9,13.1,0.448,1789.0
10,9.0,130,34.7,43.1,0.504,259.0
76,3.0,110,14.8,17.2,0.5081,1612.0
76,3.0,160,18.7,20.0,0.5057,1316.0
88,9.0,130,31.441954304207457,37.773104345621086,0.4450294673658714,484.0
15,3.0,70,19.2,19.2,0.461,690.0
16,7.0,40,16.7,21.1,0.498,574.0
16,19.0,20,22.5,24.2,0.463,600.0
76,5.0,140,23.9,23.8,0.5044,1055.0
88,5.0,80,15.44075511577666,22.478897744075027,0.4461106494559566,996.0
76,2.0,100,10.9,14.0,0.5147,2079.0
90,8.0,140,30.685816743233325,38.599408919731104,0.4415831958293048,462.0
75,6.0,100,24.4,35.6,0.4634,380.0
92,6.0,30,6.9,9.9,0.501,2698.0
1,10.0,30,8.3,11.3,0.459,2992.0
91,3.0,60,7.613030192694393,14.75819368388821,0.4604307274427988,1190.0
1,15.0,150,40.7,50.5,0.435,400.0
2,5.0,110,21.0,25.0,0.461,841.0
3,12.0,90,31.3,35.4,0.448,570.0
4,10.0,60,22.2,24.2,0.465,972.0
17,7.0,30,16.1,18.9,0.51,1063.0
88,3.0,50,7.309209242465976,13.007307498634772,0.4868955292211485,1498.0
89,10.0,160,35.23382362992801,47.9064700321577,0.4298860833075952,333.0
75,7.0,60,21.5,32.2,0.4627,469.0
93,6.0,230,28.9,43.1,0.411,298.0
93,9.0,120,33.1,39.5,0.408,446.0
92,6.0,200,35.7,58.0,0.386,150.0
93,8.0,190,35.1,47.7,0.403,273.0
93,6.0,40,9.0,11.4,0.505,3597.0
5,11.0,50,18.5,19.5,0.521,1231.0
14,25.0,30,29.2,56.7,0.415,163.0
88,9.0,120,29.816078155157427,35.662093648069586,0.4468986559083184,534.0
5,7.0,110,24.9,31.9,0.497,518.0
92,6.0,70,18.0,23.0,0.451,853.0
91,4.0,150,23.67704019348333,32.995466836816185,0.4385917706844859,653.0
93,9.0,130,34.2,41.7,0.406,401.0
88,6.0,100,20.8664689924126,27.74513695941729,0.4460890768950495,759.0
17,4.0,40,12.2,16.0,0.528,1176.0
92,5.0,140,26.9,41.6,0.409,279.0
12,10.0,50,28.1,31.3,0.461,357.0
89,6.0,120,22.52457645331186,33.14524376693244,0.4344019044643674,595.0
17,9.0,110,30.0,44.8,0.47,256.0
91,7.0,70,13.428903856751258,21.077313517349737,0.4433441614967887,1304.0
2,5.0,50,10.3,9.9,0.47,2944.0
1,9.0,40,11.3,14.3,0.475,2203.0
90,3.0,100,13.067547935621604,22.58074017889754,0.4317151443015309,1012.0
14,29.0,60,37.6,83.0,0.442,103.0
87,17.0,30,12.8,12.5,0.516,3332.0
87,9.0,150,29.4,38.4,0.466,398.0
15,5.0,20,11.2,8.5,0.369,2092.0
89,4.0,50,7.561174157814355,14.821611386701374,0.4588172950641087,1591.0
92,12.0,20,11.5,12.8,0.492,2481.0
16,17.0,30,24.7,29.4,0.464,442.0
87,10.0,60,16.9,19.6,0.504,1432.0
92,8.0,60,20.9,24.0,0.449,858.0
16,9.0,70,21.3,30.9,0.483,338.0
5,16.0,90,32.5,42.6,0.489,378.0
6,10.0,150,31.9,48.4,0.493,247.0
12,11.0,80,34.5,48.0,0.478,187.0
14,23.0,20,22.4,36.7,0.41,276.0
76,1.0,150,9.8,13.0,0.5195,2258.0
17,7.0,150,26.8,38.2,0.479,335.0
18,8.0,60,21.4,27.5,0.448,593.0
87,4.0,50,7.1,10.6,0.534,2814.0
76,11.0,20,7.4,10.7,0.5421,2774.0
75,8.0,30,13.9,23.1,0.4596,752.0
2,14.0,30,11.5,11.8,0.488,2625.0
91,8.0,110,24.058726706840087,32.32885987115752,0.4416808833753756,711.0
87,3.0,200,26.4,40.7,0.475,216.0
2,13.0,120,34.5,44.3,0.437,387.0
3,14.0,30,14.9,15.5,0.486,1911.0
20,5.0,160,18.2,44.3,0.495049504950495,328.0
5,15.0,140,35.7,55.7,0.479,233.0
76,1.0,160,10.2,13.3,0.5183,2196.0
76,3.0,140,17.3,19.1,0.5066,1408.0
91,15.0,50,14.84918328435674,19.23343998868757,0.4615540510150814,1873.0
88,6.0,120,24.154744759896943,31.555254607859577,0.4442202090998441,619.0
5,10.0,70,23.0,26.2,0.508,754.0
89,6.0,130,23.96623756599815,35.02114995375252,0.4337122100688782,542.0
8,10.0,90,33.4,41.9,0.42,278.0
10,8.0,60,21.4,19.5,0.482,1103.0
5,15.0,70,28.0,32.9,0.5,570.0
11,7.0,80,24.4,30.0,0.495,433.0
6,14.0,70,22.8,26.1,0.505,888.0
1,7.0,150,28.9,36.7,0.443,527.0
90,3.0,130,17.67969932150871,27.153838339631573,0.4356021086978622,783.0
89,5.0,250,33.53899861851153,48.35303486497391,0.4258760485339712,306.0
92,11.0,100,37.3,44.1,0.407,364.0
92,10.0,50,22.8,24.0,0.45,929.0
91,3.0,150,20.91869210593042,30.123188526092317,0.4382104749072895,743.0
76,9.0,110,30.2,27.9,0.5028,850.0
20,5.0,90,10.9,25.1,0.4914004914004913,825.0
87,9.0,180,31.1,41.7,0.461,330.0
20,6.0,100,14.3,33.8,0.4999386578333946,510.0
89,7.0,180,31.871592655646023,44.99372840876891,0.4295916537014596,358.0
14,29.0,50,36.9,80.3,0.439,108.0
12,8.0,110,31.3,51.2,0.472,161.0
6,8.0,70,14.8,14.5,0.528,2295.0
2,15.0,80,30.8,32.4,0.453,689.0
90,2.0,240,27.53755508512308,37.58458932058942,0.4369420536195708,448.0
7,17.0,25,15.9,14.3,0.44,2162.0
13,16.0,30,28.1,39.1,0.44,249.0
12,5.0,90,23.1,35.0,0.453,270.0
20,5.0,250,23.2,58.3,0.4842390969095059,210.0
92,6.0,160,32.3,49.9,0.397,208.0
17,4.0,20,6.5,8.2,0.517,3050.0
13,18.0,50,34.4,53.9,0.421,177.0
20,8.0,210,27.0,69.2,0.4836601307189542,158.0
5,8.0,40,11.6,12.3,0.519,2435.0
93,6.0,120,22.7,30.9,0.427,640.0
3,12.0,60,25.0,26.2,0.463,896.0
90,6.0,160,29.45029407352296,38.09729538986943,0.4401632657471664,462.0
5,14.0,20,6.4,6.4,0.246,6155.0
92,3.0,250,29.0,53.8,0.39,113.0
18,12.0,30,15.9,15.6,0.46,1769.0
3,6.0,150,26.2,34.9,0.443,490.0
20,4.0,130,13.5,31.8,0.4999169573160604,562.0
90,13.0,100,31.00650702797684,36.11208940102883,0.4481579030303348,560.0
15,7.0,20,12.9,10.2,0.381,1705.0
3,8.0,150,30.0,38.1,0.442,458.0
87,2.0,100,12.0,18.3,0.519,1000.0
19,2.0,100,15.8,24.1,0.459,410.0
4,14.0,90,33.8,39.2,0.444,509.0
